id	label	statement	subjects	speaker	job_title	state	party	barely_true	false	half_true	mostly_true	pants_on_fire	context
1494.json	false	My opponent... lost 43,000 jobs in Houston since he took over; we are losing jobs.	economy	farouk-shami	Businessman	Texas	democrat	1.0	2.0	2.0	0.0	1.0	a debate
7096.json	half-true	Says that under the new healthcare law, full- and part-time workers will be required to buy insurance costing $375 to $1,000 a month, starting in 2014.	health-care	county-line			none	0.0	0.0	1.0	0.0	0.0	an open letter to employees.
7909.json	true	Says that when the Rolling Stones performed in an Austin park, they paid $25,000 to the nearby city of Rollingwood for one night of inconvenience.	city-government,recreation	barry-bone	Businessman	Texas	none	0.0	0.0	0.0	0.0	0.0	an opinion column in the Westlake Picayune.
10010.json	half-true	Under Rick Scott, there has been a historic $20 billion in funds for education.	corrections-and-updates,education	republican-party-florida			republican	10.0	6.0	6.0	6.0	4.0	a TV ad
8051.json	half-true	The ocean is now much more acidic . . . than it has been for many millions of years.	animals,climate-change,economy,energy,environment,history,population,public-health,science,weather	al-gore	cofounder of Generation Investment Management and Current TV, visiting professor and author	Tennessee	democrat	0.0	0.0	3.0	0.0	0.0	a keynote address
12542.json	half-true	Says Donald Trump has said he loves war, including with nukes.	candidates-biography,foreign-policy,military	priorities-usa-action			democrat	3.0	1.0	4.0	2.0	1.0	"an ad discussed on ""Meet the Press"""
13307.json	false	The stories from women saying he groped or forced himself on them largely have been debunked.	candidates-biography,crime,history,human-rights,women	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	the third 2016 presidential debate
1559.json	half-true	Texas is the fastest growing state with the most Fortune 500 companies.	job-accomplishments	rick-perry	Governor	Texas	republican	30.0	30.0	42.0	23.0	18.0	a Web ad
3200.json	true	If you tried to pay out $1 trillion by handing it out at $1 per second, it would take more than 31,000 years.	federal-budget	johnny-isakson	U.S. Senator	Georgia	republican	2.0	3.0	3.0	2.0	0.0	a speech
3982.json	false	Says that Sherrod Brown voted to cut Medicare by over $500 billion in order to fund government-run health care.	health-care,medicare,voting-record	national-republican-senatorial-committee			republican	11.0	5.0	7.0	2.0	5.0	a news release
6602.json	half-true	Under the Obama economy ... utility bills are higher.	economy	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	his acceptance speech at the Republican National Convention in Tampa
3315.json	false	Tim Kaine wants to thwart right-to-work reform measures in Midwest battleground states.	labor	christopher-peace	Delegate	Virginia	republican	0.0	1.0	0.0	0.0	0.0	a post on his Facebook page.
11679.json	half-true	On a single night in January 2015, state and local planning agencies in Rhode Island reported the following estimates of homelessness 107 veterans were homeless.	housing	us-department-housing-and-urban-development			none	0.0	0.0	1.0	0.0	0.0	a news release
146.json	half-true	Going to public financing really disadvantages Democrats because you're not able to raise funds between the day you win the primaries and the time you're officially nominated.	elections	bill-richardson	Governor	New Mexico	democrat	1.0	2.0	3.0	8.0	1.0	an interview on CNN
8287.json	half-true	Were 48th in K-12 funding and 50th in higher education.	education	nan-rich	candidate for governor	Florida	democrat	1.0	0.0	1.0	3.0	0.0	"a ""Tampa Tribune"" blog"
11707.json	half-true	Secretary Clinton changes her position on (gun issues) every election year, it seems, having one position in 2000 and then campaigning against President Obama and saying we dont need federal standards.	candidates-biography,guns	martin-omalley	Maryland governor	Maryland	democrat	3.0	1.0	10.0	4.0	0.0	the Dec. 19 Democratic presidential debate
11564.json	true	Will Hurd tends to have a 96 percent straight Republican, straight party voting record.	bipartisanship,congress,redistricting,voting-record	pete-gallego	Former legislator and U.S. House member	Texas	democrat	1.0	1.0	2.0	2.0	0.0	a blog post by the Texas Tribune
3185.json	half-true	Says the Texas Forest Service planted 6,000 trees in the Dallas/Fort Worth area before the Super Bowl for unknown reasons at an unknown cost.	environment	michael-sullivan	president and ceo, Empower Texans	Texas	republican	1.0	0.0	3.0	1.0	0.0	a Twitter post.
7210.json	half-true	Taxpayers are on the hook ... for less than a third of the proposed new Atlanta Falcons stadium, and those funds are repaid from money that comes from outsiders.	sports,state-finances	nathan-deal			republican	9.0	5.0	11.0	11.0	0.0	a television interview
1039.json	half-true	The Department of Justice, under the Obama administration, disagrees with the decision Judge Sotomayor made in the Ricci vs. DeStefano case.	sotomayor-nomination,supreme-court	mitch-mcconnell	Senate minority leader	Kentucky	republican	7.0	6.0	5.0	7.0	0.0	a CNN interview
9984.json	half-true	David Perdue proposes rolling back the clock on womens health care.	health-care	georgians-together	PAC	Georgia 	democrat	1.0	0.0	1.0	0.0	0.0	television attack ad
1218.json	false	Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.	health-care,medicare	house-republicans			republican	0.0	3.0	4.0	0.0	1.0	an article on its Web site
10397.json	half-true	Obamacare has caused millions of full-time jobs to become part-time.	economy,health-care,jobs	andy-puzder	CEO of CKE Restaurants	California	none	0.0	0.0	1.0	0.0	0.0	an op-ed in the Wall Street Journal
5897.json	false	When we took office, let me remind you, there was virtually no international pressure on Iran.	foreign-policy	joe-biden	U.S. senator	Delaware	democrat	11.0	10.0	21.0	16.0	4.0	a speech
5442.json	half-true	Every time we put a ballot issue on, it costs a million dollars.	elections	jon-husted	Ohio secretary of state	Ohio	republican	0.0	2.0	1.0	2.0	1.0	a public forum
2469.json	half-true	Says Zack Space voted for budgets and debt, energy taxes and the stimulus, and we still lost more than 2.5 million jobs.	economy,federal-budget,message-machine,stimulus,taxes,voting-record	americans-job-security			none	0.0	0.0	3.0	0.0	0.0	a campaign ad
3241.json	true	Senator Webb was a reliable vote for President Obama and Senator Harry Reid.	voting-record	jamie-radtke		Virginia	republican	1.0	1.0	1.0	2.0	0.0	a press release.
7143.json	true	Says food stamp growth, while high, lagged the rise in unemployment.	economy,poverty	anne-goodman	Executive director and CEO of the Cleveland Foodbank	Ohio	none	0.0	0.0	0.0	0.0	0.0	an interview with The Plain Dealer
4923.json	true	A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.	criminal-justice	city-atlanta			none	1.0	1.0	1.0	0.0	0.0	a news release
11630.json	true	More black babies are aborted in NYC than born.	abortion,corrections-and-updates,women	cynthia-meyer	Deputy press secretary, Office of the Attorney General of Texas	Texas	republican	0.0	0.0	0.0	0.0	0.0	a tweet in response to Democratic presidential debate
8553.json	false	Our national debt is as low as it has been since World War II.	debt,federal-budget	goldie-taylor	MSNBC contributor	Georgia	democrat	0.0	1.0	0.0	0.0	0.0	"an interview with Al Sharpton on MSNBC's ""PoliticsNation"""
3041.json	true	Says the person who Florida U.S. Rep. Allen West first hired as chief of staff told people attending a Tea Party rally that, We will use bullets if ballots dont work.	bipartisanship,elections,guns,campaign-advertising	debbie-wasserman-schultz	U.S. Representative, Florida District 23	Florida	democrat	7.0	9.0	8.0	15.0	3.0	comments on NBC's 'Meet the Press'
4728.json	half-true	Because of Barack Obama the mission in Iraq ended.	iraq	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a campaign ad
2825.json	false	A recent report from the presidents deficit commission was completely empty on controlling health care costs.	federal-budget,health-care,medicare,abc-news-week	paul-krugman	New York Times columnist		none	0.0	2.0	3.0	4.0	0.0	This Week with Christiane Amanpour
13472.json	half-true	Texas AM University - Commerce offers counseling, safe spaces for students who are afraid of President-elect Trump.	education,elections	sid-miller	State agriculture commissioner	Texas	republican	1.0	2.0	2.0	0.0	1.0	a Facebook post
9407.json	true	Marijuana is less addictive than both alcohol and tobacco.	drugs,marijuana	earl-blumenauer	U.S. representative	Oregon	democrat	0.0	1.0	1.0	1.0	0.0	a website statement
11491.json	true	After today, @GovJayNixon will have been overridden more times than all previous governors in #MO history #moleg	job-accomplishments	peter-kinder	Lieutenant governor	Missouri	republican	0.0	0.0	0.0	1.0	1.0	a tweet
1829.json	half-true	Says his opponent Dorman Grace brags on his Facebook page about receiving illegal campaign contributions.	agriculture,campaign-finance,ethics,message-machine	dale-peterson		Alabama	republican	1.0	0.0	1.0	0.0	0.0	a campaign commercial
676.json	false	When Sarah Palin was in government, Barack Obama was a community organizer.	candidates-biography	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	Pittsburgh, Pa. 
8531.json	true	Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.	elections	george-will	Columnist	Maryland	columnist	7.0	6.0	3.0	5.0	1.0	"comments on Fox's ""Fox News Sunday"""
121.json	false	Another one he should veto is the SCHIP program, which he should say 'Take the C out of, because now it's for everybody, like every other entitlement program.'	health-care	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	Dearborn, Mich.
3309.json	true	The cost for renovating the headquarters of the U.N. has doubled from the original estimate.	federal-budget	cliff-stearns	U.S. representative	Florida	republican	0.0	0.0	2.0	1.0	0.0	a press release
11694.json	false	Our larger domestic threat is from racial supremacist groups.	crime,religion,terrorism	andre-carson			democrat	0.0	1.0	0.0	0.0	0.0	"an interview on ABC News' ""This Week"""
1351.json	false	Less than 10 percent of Obamas Cabinet appointees have any experience in the private sector.	economy,pundits	glenn-beck			none	5.0	7.0	7.0	2.0	6.0	a statement on his show on Fox News Channel
13103.json	false	I never said that Muslims would be subject to profiling under his policies.	diversity,homeland-security,legal-issues,religion	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	an interview with Fox News' Bill O'Reilly
2874.json	half-true	Said the Washington Post argued that a failure to pass the START treaty this year would be no calamity, and that the Associated Press saidthe administration concedes the security risk is not immediate.	foreign-policy,military	jon-kyl	U.S. Senator	Arizona	republican	0.0	2.0	4.0	3.0	0.0	"an interview on ""NBC's Meet the Press"""
12846.json	half-true	We rank 38th in wages. ... (Rick Scott) goes out around the country and advertises that to other states.	economy,florida,jobs	gwen-graham		Florida	democrat	0.0	0.0	1.0	0.0	0.0	a speech to Florida delegates at the Democratic National Convention
7952.json	false	The immigration bill has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.	immigration	jeff-sessions		Alabama	republican	2.0	2.0	2.0	1.0	0.0	an interview on CBS’ “Face the Nation”
7519.json	half-true	There are 3 million jobs available in America that are not filled because too many of our people dont have the skills for those jobs.	economy,jobs	marco-rubio	U.S. Senator	Florida	republican	33.0	24.0	32.0	35.0	5.0	a speech at the conservative CPAC conference
4879.json	true	The balanced-budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican, and Rick Santorum says he stood up and called for him to resign his chairmanship.	federal-budget,new-hampshire-2012	rick-santorum		Pennsylvania	republican	12.0	16.0	13.0	7.0	5.0	"an op-ed in the ""New Hampshire Union Leader"""
11465.json	true	Brewpubs cant sell growlers of their beer to customers.	Alcohol,market-regulation,states	slice-pint-brewpub			none	0.0	0.0	0.0	0.0	0.0	the fall menu
11377.json	false	HIV/AIDS among women is skyrocketing in Austin.	city-budget,city-government,health-care,public-health,women	ora-houston	District 1 member, Austin City Council	Texas	none	0.0	1.0	0.0	0.0	0.0	an Austin City Council meeting about the city budget
8396.json	false	Rather than prioritize and pass ethics reform measures to restore trust in state government, (Democrats) sat on their hands and did nothing when they were the majority.	ethics	GaGOP			republican	2.0	1.0	1.0	0.0	0.0	a press release
12976.json	false	All of Texas is conservative, except a little bit of Austin.	polls,states	sean-hannity	Radio/TV host		none	3.0	5.0	3.0	2.0	1.0	while interviewing Donald Trump in Austin
1013.json	true	Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.	bankruptcy,elections,housing	moveon			democrat	2.0	4.0	3.0	0.0	0.0	a Web ad
2119.json	half-true	Because of union rules, cooks helpers moved into DMV jobs they were not trained for	government-efficiency	john-robitaille		Rhode Island	republican	0.0	1.0	2.0	0.0	0.0	a comment on Newsmakers
9442.json	true	The U.S. military footprint in Africa is nearly nonexistent.	foreign-policy,military	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	"her book, ""Hard Choices."""
2571.json	half-true	In ad attacking Rick Scott, says three executives of the Columbia/HCAhospital chain he ran were indicted.	health-care,legal-issues,message-machine	florida-democratic-party		Florida	democrat	5.0	4.0	4.0	5.0	3.0	a TV ad.
11421.json	true	On the Keystone XL pipeline	environment	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	in the first Democratic debate
10364.json	false	The Milwaukee Bucks are actually younger than the Marquette team.	economy,education,recreation,sports	peter-feigin	President, Milwaukee Bucks		none	0.0	1.0	0.0	0.0	0.0	a speech
11222.json	half-true	Rhode Island will become just the second state to mandate the vaccine and the only state to do so by regulatory fiat, without public debate, and without consideration from the elected representatives of the people.	government-regulation,health-care	rhode-island-center-freedom-and-prosperity		Rhode Island	organization	1.0	0.0	1.0	0.0	0.0	news release
7053.json	half-true	Tommy Thompson made millions from corporations who outsource American jobs and now hes trying to lavish huge tax breaks on them.	corporations,jobs,message-machine-2012,workers	majority-pac			democrat	1.0	0.0	1.0	0.0	0.0	a TV ad
6167.json	half-true	Says because of Texas lawmakers choices, hundreds of thousands of women no longer have access to basic medical care, life-saving cancer screenings and contraception.	health-care,state-budget,women	wendy-davis	state senator	Texas	democrat	5.0	1.0	8.0	12.0	1.0	her speech at Texas Democratic Party State Convention in Houston
9324.json	half-true	Says hes the only licensed firearms dealer in America running for Congress.	guns	john-stone	candidate for 12th congressional district	Georgia	republican	0.0	0.0	1.0	0.0	0.0	campaign website and YouTube video
3027.json	half-true	There hasnt really been a lot of net growth in the federal workforce when you compare it to say, 1990.	government-efficiency,jobs	gerry-connolly	U.S. Representative	Virginia	democrat	1.0	0.0	4.0	1.0	0.0	an interview.
11825.json	half-true	A Texas law requires every high school to have a voter registrar and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.	education,elections	paul-saldana	Community advocate, member and vice presidentof Austin Independent School District Board of Trustees	Texas	democrat	0.0	0.0	1.0	0.0	0.0	a civic summit hosted by Austin's KLRU-TV
5451.json	false	We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor.	public-safety,state-budget,unions	ken-allen			democrat	0.0	1.0	0.0	0.0	0.0	a guest column
8842.json	false	On sharing power with Republicans	states	virginia-senate-democratic-caucus		Virginia	democrat	0.0	0.0	0.0	0.0	0.0	a floor debate.
1961.json	true	"Says he ""fought against $3 billion in cuts to public education since 2003."""	education	dubose-porter		Georgia	democrat	0.0	0.0	0.0	1.0	0.0	for DuBose Porter's gubernatorial campaign
4028.json	true	Says President Obama has fired more cruise missiles than all other Peace Prize winners combined.	foreign-policy,military,new-hampshire-2012	yard-sign			none	0.0	0.0	0.0	0.0	0.0	a yard on Route 12 near Keene, N.H.
2264.json	false	Property taxes are now 18% higher than when(Mark Sharpe)first took office.	taxes	josh-burgin	Hillsborough County commission candidate	Florida	republican	0.0	1.0	0.0	0.0	0.0	in a mailer.
12740.json	false	Says Hillary Clinton wants to essentially abolish the Second Amendment.	guns	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	a speech at the Republican national convention
6013.json	half-true	Candidate Bill Byrne used campaign funds for work on his personal car.	campaign-finance	tim-lee	Cobb County Commission Chairman		republican	0.0	0.0	1.0	1.0	0.0	an interview
966.json	true	Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.	economy	mike-pence	Governor	Indiana	republican	8.0	10.0	12.0	5.0	0.0	a TV interview
8571.json	half-true	Says Senate Minority Leader Mitch McConnell has blocked the Senate over 400 times.	congressional-rules	alison-lundergan-grimes	Secretary of State	Kentucky	democrat	2.0	2.0	3.0	1.0	0.0	a campaign ad
154.json	false	It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding.	bush-administration	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	Philadelphia, Pa.
7048.json	false	Says that Sherrod Brown is an Obama rubber stamp for supporting the job-killing cap and trade plan.	cap-and-trade,climate-change,environment,voting-record	josh-mandel	Ohio treasurer	Ohio	republican	4.0	5.0	4.0	5.0	6.0	a radio ad
10569.json	half-true	Says President Barack Obama made unilateral changes to Obamacare 38 times.	health-care	john-boehner	Speaker of the House of Representatives	Ohio	republican	13.0	22.0	11.0	4.0	2.0	"comments on CBS' ""Face the Nation"""
343.json	true	I'm the only Republican who has gotten endorsements in this presidential race from major labor unions...	elections	mike-huckabee	author	Arkansas	republican	12.0	5.0	9.0	3.0	4.0	an interview on MSNBC
12416.json	half-true	When adjusted for inflation, (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend, Texas schools in 2017 will receive $381 less per student than they did in 2003.	education,state-budget,state-finances	celia-israel	Realtor; Texas House member, District 50	Texas	democrat	0.0	0.0	1.0	0.0	1.0	a press release
3413.json	half-true	On the night of the Wisconsin state Senate vote on the budget package, a mob showed up and busted down the door and took over the Capitol.	labor,state-budget	scott-fitzgerald	State Senator, 13th District	Wisconsin	republican	1.0	2.0	1.0	0.0	0.0	a radio interview
3165.json	true	Says every school will be negatively impacted if Education Stability Fund is not tapped.	education,state-budget	dave-hunt	State representative	Oregon	democrat	0.0	0.0	0.0	0.0	0.0	an e-mail
4281.json	half-true	Rick Perry was the (campaign) chairman for Al Gore at one time, not too many years ago.	candidates-biography	ron-paul	U.S. representative	Texas	republican	5.0	8.0	8.0	8.0	3.0	an Iowa campaign stop.
304.json	true	If you are African-American in this country today, you are likely to have a net worth of about 10 percent of what white families have.	poverty	john-edwards	former senator	North Carolina	democrat	0.0	2.0	4.0	4.0	1.0	a debate in Myrtle Beach, S.C.
1783.json	true	Greece has a GDP the size of the Dallas-Fort Worth Metroplex.	economy,foreign-policy,pundits	george-will	Columnist	Maryland	columnist	7.0	6.0	3.0	5.0	1.0	a roundtable segment on ABC's This Week
3980.json	false	Says Gov. Chris Christies poll ratings have been going up.	polls	piers-morgan	"Host of ""Piers Morgan Tonight"""		talk-show-host	0.0	1.0	0.0	0.0	0.0	"an interview with Gov. Chris Christie on ""Piers Morgan Tonight"""
4167.json	true	Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist.	candidates-biography	wisconsin-family-action		Wisconsin	none	0.0	0.0	0.0	0.0	0.0	a campaign TV ad
8470.json	true	In Massachusetts, half of the primary care doctors are not accepting new patients.	health-care	john-fleming	U.S. Representative	Louisiana	republican	0.0	2.0	0.0	0.0	0.0	"a discussion on CNN's ""State of the Union"""
2584.json	false	(Jeff) Atwaters busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish its dubbed the Taj Mahal, $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.	crime,message-machine,state-budget	loranne-ausley		Florida	democrat	0.0	1.0	1.0	0.0	0.0	a TV ad.
3731.json	true	The Border Patrol has 20,000 agents more than twice as many as there were in 2004.	immigration	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a speech in El Paso
9439.json	true	Cantors campaign spent more at steakhouses than Brat spent on his entire campaign.	campaign-finance	chuck-todd	MSNBC political reporter		none	0.0	0.0	1.0	1.0	0.0	comments on MSNBC
1704.json	false	We had a press conference here that interestingly no one in the mainstream media covered.	candidates-biography	rick-perry	Governor	Texas	republican	30.0	30.0	42.0	23.0	18.0	an interview.
3620.json	half-true	An Internet sweepstakes cafe is a legitimate business that has been vetted and found to be completely legal in the state.	gambling	peter-nehr	State Representative	Florida	republican	0.0	0.0	1.0	0.0	0.0	comments published in the 'St. Petersburg Times'
633.json	false	"Barack Obama has ""pledged to reduce the size of the military."""	military	jerome-corsi	author	New Jersey	constitution-party	0.0	2.0	0.0	0.0	1.0	his book <i>The Obama Nation</i>. 
66.json	true	"Poor people go to a ""payday lender...and they pay 300, 400, 500 percent interest."""	poverty	john-edwards	former senator	North Carolina	democrat	0.0	2.0	4.0	4.0	1.0	a speech in Americus, Ga.
12709.json	false	There are about 350,000 people who succeed in crossing our borders illegally each year.	immigration	jeff-sessions		Alabama	republican	2.0	2.0	2.0	1.0	0.0	a speech at the Republican National Convention
11159.json	half-true	Fox changed around their poll eligibility criteria on the day they announced who is in and out of their debate.	debates	rachel-maddow	MSNBC host		none	6.0	6.0	4.0	6.0	1.0	a segment on her MSNBC show
13085.json	false	300,000 Floridians have lost their health insurance as a result of Obamacare.	health-care	americans-prosperity			none	6.0	7.0	2.0	1.0	2.0	a campaign ad
949.json	false	In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.	afghanistan,federal-budget,iraq	mitch-mcconnell	Senate minority leader	Kentucky	republican	7.0	6.0	5.0	7.0	0.0	a speech at the Conservative Political Action Conference
7196.json	half-true	Last year, handguns killed 48 people in Japan, 8 in Great Britain, 34 in Switzerland, 52 in Canada, 58 in Israel, 21 in Sweden, 42 in West Germany and 10,728 in the United States.	crime,government-regulation,guns	facebook-posts	Social media posting		none	14.0	18.0	15.0	11.0	36.0	an internet message
8403.json	false	Says we are going to sell this house and use the proceeds to stabilize rates.	water	nick-fish	Portland City Commissioner	Oregon	none	0.0	1.0	0.0	1.0	0.0	a statement on the Portland Water Bureau website
6117.json	false	Tim Kaine urged$500 billion in Medicare cuts.	health-care,medicare,message-machine-2012	american-crossroads			republican	5.0	5.0	4.0	0.0	0.0	a TV ad. 
13006.json	true	Tom Reed has actually voted for every single trade deal that has ever come before him in any form.	jobs,trade	john-plumb	Candidate for Congress	New York	democrat	0.0	0.0	0.0	0.0	0.0	an interview on Capital Tonight.
2484.json	half-true	Says Daniel Webster wants to make divorce illegal, even for abused wives.	marriage,message-machine,religion,women	alan-grayson	U.S. House of Representatives	Florida	democrat	6.0	5.0	4.0	11.0	1.0	a TV ad.
2739.json	false	Paul Workman wants to raise the sales tax.	taxes	valinda-bolton	Texas House Representative	Texas	democrat	0.0	1.0	0.0	0.0	0.0	a mailer
10369.json	half-true	There have been some estimates that if you deported everybody who is in Texas illegally, it would create an economic recession for the state.	immigration	chuck-todd	MSNBC political reporter		none	0.0	0.0	1.0	1.0	0.0	an interview of Greg Abbott, Texas governor-elect
7580.json	true	On recusing herself from cases after receiving a campaign contribution	campaign-finance,legal-issues	patience-roggensack	Wisconsin Supreme Court justice	Wisconsin	none	0.0	0.0	0.0	1.0	0.0	a radio interview
7932.json	false	There are over 2,000 crimes recorded per 100,000 population in the U.K., compared to 466 violent crimes per 100,000 in the United States.	crime,foreign-policy,guns	blog-posting			none	7.0	19.0	3.0	5.0	44.0	a meme on social media
6834.json	half-true	Obama says hes put forward a specific $4 trillion deficit reduction plan.	debates,deficit,taxes	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	the first presidential debate
5298.json	true	Weve seen more anti-womens choice bills introduced in the first half of this session than weve seen in the last three General Assemblies.	abortion	armond-budish	Minority leader in the Ohio House of Representatives	Ohio	democrat	0.0	1.0	2.0	3.0	0.0	a news conference
10287.json	true	Thirty-eight states -- Georgia not included -- have appointed, rather than elected, state school superintendents.	education	mike-dudgeon	Legislator	Georgia	republican	0.0	0.0	0.0	0.0	0.0	newspaper article
2824.json	true	Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.	candidates-biography,pundits	joyce-kaufman	WFTL 850 AM talk show host	Florida	talk-show-host	0.0	0.0	0.0	0.0	0.0	a radio show
8892.json	true	Six of Georgias counties have no lawyers at all.	legal-issues	hugh-thompson	Chief Justice, Supreme Court of Georgia	Georgia	none	0.0	0.0	0.0	0.0	0.0	State of the Judiciary address
8758.json	half-true	Unemployment insurance kept more than 620,000 children out of poverty in 2012.	children,poverty,workers	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a Facebook post
13428.json	half-true	Says Donald Trump says organized crime runs wild on reservations.	crime,diversity,gambling	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	a rally in Tempe, Ariz.
3848.json	false	No one thought we could get a bipartisan bill (Medicaid) passed. We did in the Florida Senate.	health-care,medicare,state-budget	mike-haridopolos	Florida Senate President	Florida	republican	0.0	3.0	1.0	1.0	0.0	TV interview
6047.json	false	Homosexual behavior cuts your lifeby about 20 years.	gays-and-lesbians,health-care,sexuality	bob-marshall	State delegate	Virginia	republican	0.0	2.0	0.0	0.0	1.0	an interview.
11506.json	false	Says a question about his financial skills at the CNBC debate included discredited attacks from Democrats and my political opponents.	candidates-biography	marco-rubio	U.S. Senator	Florida	republican	33.0	24.0	32.0	35.0	5.0	a Republican presidential debate in Boulder, Colo.
12419.json	half-true	One in three American women will have had an abortion by the time she reaches the age of 45.	abortion	naral-pro-choice-america			organization	1.0	0.0	1.0	0.0	0.0	a website post.
6435.json	true	The property appraisers budget is $1 million less today than when I took office 16 years ago.	county-budget	rob-turner	Hillsborough County Property Appraiser	Florida	republican	0.0	0.0	0.0	1.0	0.0	an email interview with the Tampa Bay Times
3276.json	half-true	Says that in some Texas communities, our unemployment rate is still at 10 and 20 percent.	economy,jobs	garnet-coleman	president, ceo of Apartments for America, Inc.	Texas	democrat	1.0	0.0	1.0	0.0	1.0	a press conference.
10889.json	true	For the first time in 35 years, we have more businesses dying than we do starting.	economy,small-business	marco-rubio	U.S. Senator	Florida	republican	33.0	24.0	32.0	35.0	5.0	a speech in Orlando, Fla.
2340.json	half-true	Georgias U.S. senators voted for legislation that would gut clean air protections and increase oil dependence.	energy,environment	stephen-kretzmann			none	0.0	0.0	1.0	0.0	0.0	a website
12697.json	false	Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention.	elections	reince-priebus	Chairman, Republican National Committee	Wisconsin	republican	2.0	12.0	8.0	3.0	1.0	"an interview on ""Meet the Press"""
11284.json	half-true	Florida led the nation in job creation while Bush was governor.	candidates-biography,economy,florida	jeb-bush		Florida	republican	17.0	5.0	17.0	24.0	2.0	a campaign video
3715.json	true	Says Milwaukee County spent over $170,000 in salaries in 2010 for employees to participate in union activities such as collective bargaining.	county-government,state-budget,unions	scott-walker	Milwaukee County Executive	Wisconsin	republican	26.0	41.0	32.0	40.0	11.0	a news release
11092.json	false	ISIS supporter tweeted at 10:34 a.m. Shooting began at 10:45 a.m. in Chattanooga, Tenn.	technology,terrorism	pamela-geller	President of American Freedom Defense Intitiative	New York	activist	0.0	1.0	1.0	0.0	0.0	a tweet 
8276.json	true	The very first meal on the surface of the moon was the Holy Communion.	history,pop-culture,religion,space	facebook-posts	Social media posting		none	14.0	18.0	15.0	11.0	36.0	a Facebook post
13199.json	half-true	Says marijuana use among Colorado high school students has not increased since legalization.	marijuana	campaign-regulate-marijuana-alcohol		Arizona	none	0.0	0.0	1.0	0.0	0.0	a political advertisement
12215.json	false	On supporting winner of Democratic primary with her superdelegate vote.	elections,states	martha-laning			democrat	0.0	0.0	0.0	0.0	0.0	an interview
1545.json	true	The lifespan of the average American is less than that of people in nations that spend far less (on health care). ... To put it bluntly, we spend more and die sooner.	health-care	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	the book 'No Apology'
3162.json	false	Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.	health-care,workers	blake-farenthold	U.S. Representative	Texas	republican	0.0	1.0	0.0	0.0	0.0	an op-ed
4894.json	false	U.S. Rep. Debbie Wasserman Schultz has blamed the Republicans for the creation of Hamas.	israel	karen-harrington	restaurant owner	Florida	republican	0.0	1.0	1.0	0.0	0.0	an interview
5945.json	half-true	National debt plus unfunded liabilities adds up to $520,000 per American household.	deficit,federal-budget	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	a speech in St. Petersburg, Fla.
9166.json	half-true	Of all the jobs President Obama claims to have created since he started, only 38.5 percent are women. So 61.5 percent have gone to men.	economy,jobs,women	eric-bolling	"Co-host on Fox News Channel's ""The Five"""		none	2.0	1.0	1.0	1.0	0.0	"a discussion on Fox News' ""The Five"""
